,state,value,level,age,type
572,Alabama,0.39905768132495717,138149,o65,private
573,Alaska,0.3017479300827967,138149,o65,private
574,Arizona,0.35062160742426896,138149,o65,private
575,Arkansas,0.3237223196311449,138149,o65,private
576,California,0.3197926935202085,138149,o65,private
577,Colorado,0.3189688048203798,138149,o65,private
578,Connecticut,0.35849267583584926,138149,o65,private
579,Delaware,0.46350877192982454,138149,o65,private
580,District of Columbia,0.4764079147640791,138149,o65,private
581,Florida,0.3176056647754761,138149,o65,private
582,Georgia,0.35115577889447236,138149,o65,private
583,Hawaii,0.5566199950872022,138149,o65,private
584,Idaho,0.5073763378652011,138149,o65,private
585,Illinois,0.4141559424678274,138149,o65,private
586,Indiana,0.48365247318126897,138149,o65,private
587,Iowa,0.46495619524405507,138149,o65,private
588,Kansas,0.5247945331978946,138149,o65,private
589,Kentucky,0.4166563005348924,138149,o65,private
590,Louisiana,0.3475430092196559,138149,o65,private
591,Maine,0.38925240150355006,138149,o65,private
592,Maryland,0.485614456515805,138149,o65,private
593,Massachusetts,0.415076761048325,138149,o65,private
594,Michigan,0.5289913482723413,138149,o65,private
595,Minnesota,0.5284994183792168,138149,o65,private
596,Mississippi,0.35227765726681126,138149,o65,private
597,Missouri,0.35422926340708366,138149,o65,private
598,Montana,0.48991195891415995,138149,o65,private
599,Nebraska,0.5739994241289951,138149,o65,private
600,Nevada,0.2914842817349781,138149,o65,private
601,New Hampshire,0.3877890841813136,138149,o65,private
602,New Jersey,0.36185682326621926,138149,o65,private
603,New Mexico,0.41935483870967744,138149,o65,private
604,New York,0.38686570757840244,138149,o65,private
605,North Carolina,0.4071073822267226,138149,o65,private
606,North Dakota,0.6061053668143771,138149,o65,private
607,Ohio,0.428000912825194,138149,o65,private
608,Oklahoma,0.4144349617422013,138149,o65,private
609,Oregon,0.3963055303717135,138149,o65,private
610,Pennsylvania,0.4918029906344995,138149,o65,private
611,Rhode Island,0.3194736842105263,138149,o65,private
612,South Carolina,0.34886493704692867,138149,o65,private
613,South Dakota,0.6879736408566721,138149,o65,private
614,Tennessee,0.38055713473564523,138149,o65,private
615,Texas,0.3477182727951316,138149,o65,private
616,Utah,0.31833550065019506,138149,o65,private
617,Vermont,0.38996444093243776,138149,o65,private
618,Virginia,0.3693268890722622,138149,o65,private
619,Washington,0.38571362135515974,138149,o65,private
620,West Virginia,0.4097236231591688,138149,o65,private
621,Wisconsin,0.46552446575725126,138149,o65,private
622,Wyoming,0.6068181818181818,138149,o65,private
623,Puerto Rico,0.17153053396924925,138149,o65,private
624,Alabama,0.4122920734088247,150199,u19,private
625,Alaska,0.3193810980890249,150199,u19,private
626,Arizona,0.47440963746751524,150199,u19,private
627,Arkansas,0.39167415194561805,150199,u19,private
628,California,0.35563464536197914,150199,u19,private
629,Colorado,0.3660932022557537,150199,u19,private
630,Connecticut,0.3394666115360761,150199,u19,private
631,Delaware,0.35985190925136684,150199,u19,private
632,District of Columbia,0.30793713944698625,150199,u19,private
633,Florida,0.4037807613406876,150199,u19,private
634,Georgia,0.390902337807047,150199,u19,private
635,Hawaii,0.5306650246305419,150199,u19,private
636,Idaho,0.5051341454300874,150199,u19,private
637,Illinois,0.48555310696461024,150199,u19,private
638,Indiana,0.48397272610317765,150199,u19,private
639,Iowa,0.45028584380587805,150199,u19,private
640,Kansas,0.5129998030332874,150199,u19,private
641,Kentucky,0.4869981558867816,150199,u19,private
642,Louisiana,0.34725399971081305,150199,u19,private
643,Maine,0.4968626353862755,150199,u19,private
644,Maryland,0.443520755444917,150199,u19,private
645,Massachusetts,0.42091819043436046,150199,u19,private
646,Michigan,0.5628137975954624,150199,u19,private
647,Minnesota,0.48502882976750755,150199,u19,private
648,Mississippi,0.39918271177704967,150199,u19,private
649,Missouri,0.48570845511757116,150199,u19,private
650,Montana,0.38910150474036703,150199,u19,private
651,Nebraska,0.6128073847073773,150199,u19,private
652,Nevada,0.4648197169138533,150199,u19,private
653,New Hampshire,0.4120900321543408,150199,u19,private
654,New Jersey,0.36661415469894953,150199,u19,private
655,New Mexico,0.3232017098209593,150199,u19,private
656,New York,0.4255692010487098,150199,u19,private
657,North Carolina,0.39852883679211293,150199,u19,private
658,North Dakota,0.6569358469330332,150199,u19,private
659,Ohio,0.5005188833190931,150199,u19,private
660,Oklahoma,0.41050975062366435,150199,u19,private
661,Oregon,0.428752857505715,150199,u19,private
662,Pennsylvania,0.44783235990772385,150199,u19,private
663,Rhode Island,0.3592661960332325,150199,u19,private
664,South Carolina,0.4416265784726398,150199,u19,private
665,South Dakota,0.5484443231441049,150199,u19,private
666,Tennessee,0.4545000258473627,150199,u19,private
667,Texas,0.37785967696929507,150199,u19,private
668,Utah,0.7017084464314226,150199,u19,private
669,Vermont,0.2645791439241597,150199,u19,private
670,Virginia,0.4597156398104265,150199,u19,private
671,Washington,0.3841213190109501,150199,u19,private
672,West Virginia,0.4571720446823158,150199,u19,private
673,Wisconsin,0.5008584333371486,150199,u19,private
674,Wyoming,0.4730167482252395,150199,u19,private
675,Puerto Rico,0.5919902193242442,150199,u19,private
676,Alabama,0.6354311018897724,150199,1964,private
677,Alaska,0.47387615361714797,150199,1964,private
678,Arizona,0.5162781100460321,150199,1964,private
679,Arkansas,0.5346793132538361,150199,1964,private
680,California,0.45601342584757715,150199,1964,private
681,Colorado,0.5445753428776163,150199,1964,private
682,Connecticut,0.47324108036012,150199,1964,private
683,Delaware,0.527116465098562,150199,1964,private
684,District of Columbia,0.46901726641923513,150199,1964,private
685,Florida,0.6234766438532751,150199,1964,private
686,Georgia,0.5763337796608173,150199,1964,private
687,Hawaii,0.6367056856187291,150199,1964,private
688,Idaho,0.6480069619175542,150199,1964,private
689,Illinois,0.5707758260757066,150199,1964,private
690,Indiana,0.5809557441542825,150199,1964,private
691,Iowa,0.6044567458412179,150199,1964,private
692,Kansas,0.6741883116883117,150199,1964,private
693,Kentucky,0.5285302671262387,150199,1964,private
694,Louisiana,0.5194805743421637,150199,1964,private
695,Maine,0.5427028795811518,150199,1964,private
696,Maryland,0.5426743796811582,150199,1964,private
697,Massachusetts,0.5026229872742158,150199,1964,private
698,Michigan,0.580273233948072,150199,1964,private
699,Minnesota,0.5546010438434853,150199,1964,private
700,Mississippi,0.6174460463974027,150199,1964,private
701,Missouri,0.6104140923388003,150199,1964,private
702,Montana,0.508870636550308,150199,1964,private
703,Nebraska,0.6722797035949437,150199,1964,private
704,Nevada,0.5321525052563278,150199,1964,private
705,New Hampshire,0.6186104527878259,150199,1964,private
706,New Jersey,0.46706027797072447,150199,1964,private
707,New Mexico,0.46988289741252365,150199,1964,private
708,New York,0.4784750200401845,150199,1964,private
709,North Carolina,0.6104106879702164,150199,1964,private
710,North Dakota,0.7497869271618698,150199,1964,private
711,Ohio,0.5670918963044072,150199,1964,private
712,Oklahoma,0.550818935408393,150199,1964,private
713,Oregon,0.5296863939233907,150199,1964,private
714,Pennsylvania,0.5890746152347555,150199,1964,private
715,Rhode Island,0.5577942735949099,150199,1964,private
716,South Carolina,0.6084470123347948,150199,1964,private
717,South Dakota,0.7095189205045468,150199,1964,private
718,Tennessee,0.6124340189494403,150199,1964,private
719,Texas,0.5457825174802143,150199,1964,private
720,Utah,0.7094315281322827,150199,1964,private
721,Vermont,0.5210059601686292,150199,1964,private
722,Virginia,0.5719496859175986,150199,1964,private
723,Washington,0.5348774672379484,150199,1964,private
724,West Virginia,0.5900010268228959,150199,1964,private
725,Wisconsin,0.609911900135743,150199,1964,private
726,Wyoming,0.6875334403424291,150199,1964,private
727,Puerto Rico,0.5458065458796025,150199,1964,private
728,Alabama,0.48272104281492967,150199,o65,private
729,Alaska,0.37057291666666664,150199,o65,private
730,Arizona,0.3871072180153605,150199,o65,private
731,Arkansas,0.3897346442541495,150199,o65,private
732,California,0.3283377619812067,150199,o65,private
733,Colorado,0.3724822050583068,150199,o65,private
734,Connecticut,0.4213680552844259,150199,o65,private
735,Delaware,0.536629245826137,150199,o65,private
736,District of Columbia,0.4772370486656201,150199,o65,private
737,Florida,0.3636405507667578,150199,o65,private
738,Georgia,0.38206516117910705,150199,o65,private
739,Hawaii,0.6067727096380868,150199,o65,private
740,Idaho,0.45228215767634855,150199,o65,private
741,Illinois,0.43326155061794347,150199,o65,private
742,Indiana,0.46820211927489275,150199,o65,private
743,Iowa,0.5108786223497824,150199,o65,private
744,Kansas,0.5266280998766429,150199,o65,private
745,Kentucky,0.4698932579144239,150199,o65,private
746,Louisiana,0.43696700254548443,150199,o65,private
747,Maine,0.4412684961866893,150199,o65,private
748,Maryland,0.5466065191172094,150199,o65,private
749,Massachusetts,0.46802740011822386,150199,o65,private
750,Michigan,0.5490859851049424,150199,o65,private
751,Minnesota,0.5829679457501566,150199,o65,private
752,Mississippi,0.42186366932559827,150199,o65,private
753,Missouri,0.41215830122947045,150199,o65,private
754,Montana,0.5087276271486798,150199,o65,private
755,Nebraska,0.48451022642975733,150199,o65,private
756,Nevada,0.3371472308356557,150199,o65,private
757,New Hampshire,0.4601172587081835,150199,o65,private
758,New Jersey,0.43892758044065494,150199,o65,private
759,New Mexico,0.44715774633704247,150199,o65,private
760,New York,0.4367368175930373,150199,o65,private
761,North Carolina,0.4344137655062025,150199,o65,private
762,North Dakota,0.6497991199540846,150199,o65,private
763,Ohio,0.436807932719077,150199,o65,private
764,Oklahoma,0.4726271364003712,150199,o65,private
765,Oregon,0.4645009169504847,150199,o65,private
766,Pennsylvania,0.52104099852648,150199,o65,private
767,Rhode Island,0.3972324819226968,150199,o65,private
768,South Carolina,0.4739459225270289,150199,o65,private
769,South Dakota,0.43755732191990215,150199,o65,private
770,Tennessee,0.40529300872998536,150199,o65,private
771,Texas,0.3641505678362508,150199,o65,private
772,Utah,0.4103244939480672,150199,o65,private
773,Vermont,0.5348030936083208,150199,o65,private
774,Virginia,0.4891558635732001,150199,o65,private
775,Washington,0.4730732574451453,150199,o65,private
776,West Virginia,0.4858195365971074,150199,o65,private
777,Wisconsin,0.4637311279102324,150199,o65,private
778,Wyoming,0.5195749440715883,150199,o65,private
779,Puerto Rico,0.24565163883989005,150199,o65,private
780,Alabama,0.5844050323257033,200249,u19,private
781,Alaska,0.5823085807459746,200249,u19,private
782,Arizona,0.6168583763547988,200249,u19,private
783,Arkansas,0.5298940847874782,200249,u19,private
784,California,0.4645235858182862,200249,u19,private
785,Colorado,0.5493482882938403,200249,u19,private
786,Connecticut,0.42722473604826544,200249,u19,private
787,Delaware,0.45709457675450177,200249,u19,private
788,District of Columbia,0.14430379746835442,200249,u19,private
789,Florida,0.5180853114650412,200249,u19,private
790,Georgia,0.523944038776281,200249,u19,private
791,Hawaii,0.5956523486157431,200249,u19,private
792,Idaho,0.6809326583831876,200249,u19,private
793,Illinois,0.6012058533419303,200249,u19,private
794,Indiana,0.6255008319667453,200249,u19,private
795,Iowa,0.6305939469871971,200249,u19,private
796,Kansas,0.7288549952565132,200249,u19,private
797,Kentucky,0.574742104259781,200249,u19,private
798,Louisiana,0.48043283302618484,200249,u19,private
799,Maine,0.6329622889067592,200249,u19,private
800,Maryland,0.5152806919271995,200249,u19,private
801,Massachusetts,0.515974970703341,200249,u19,private
802,Michigan,0.6597212465906723,200249,u19,private
803,Minnesota,0.6433537182200731,200249,u19,private
804,Mississippi,0.5898717797906129,200249,u19,private
805,Missouri,0.5829905705251965,200249,u19,private
806,Montana,0.5480061292372089,200249,u19,private
807,Nebraska,0.683256383680392,200249,u19,private
808,Nevada,0.6227710843373494,200249,u19,private
809,New Hampshire,0.5255654818475575,200249,u19,private
810,New Jersey,0.4804314045668835,200249,u19,private
811,New Mexico,0.4142611486873782,200249,u19,private
812,New York,0.529546280198251,200249,u19,private
813,North Carolina,0.5582706681715371,200249,u19,private
814,North Dakota,0.6874064129705169,200249,u19,private
815,Ohio,0.6326387484564382,200249,u19,private
816,Oklahoma,0.5338538136933323,200249,u19,private
817,Oregon,0.5373269644524431,200249,u19,private
818,Pennsylvania,0.5893427608293952,200249,u19,private
819,Rhode Island,0.6154029187817259,200249,u19,private
820,South Carolina,0.5086332899661093,200249,u19,private
821,South Dakota,0.8108679767719109,200249,u19,private
822,Tennessee,0.5812082114339083,200249,u19,private
823,Texas,0.5477970946101748,200249,u19,private
824,Utah,0.8056718953731874,200249,u19,private
825,Vermont,0.5254017367002695,200249,u19,private
826,Virginia,0.5689830164422491,200249,u19,private
827,Washington,0.4531593134194619,200249,u19,private
828,West Virginia,0.5948304157549235,200249,u19,private
829,Wisconsin,0.7070060056916063,200249,u19,private
830,Wyoming,0.6215287324718174,200249,u19,private
831,Puerto Rico,0.766790374715671,200249,u19,private
832,Alabama,0.7350383631713555,200249,1964,private
833,Alaska,0.6133163518007501,200249,1964,private
834,Arizona,0.6336113740163168,200249,1964,private
835,Arkansas,0.6422906896404136,200249,1964,private
836,California,0.5382734535782239,200249,1964,private
837,Colorado,0.6296299835633195,200249,1964,private
838,Connecticut,0.538209091418463,200249,1964,private
839,Delaware,0.5893603100307011,200249,1964,private
840,District of Columbia,0.44822475240854276,200249,1964,private
841,Florida,0.6733436907374951,200249,1964,private
842,Georgia,0.6647986700579168,200249,1964,private
843,Hawaii,0.737940052714382,200249,1964,private
844,Idaho,0.6857094403617863,200249,1964,private
845,Illinois,0.6571535555161638,200249,1964,private
846,Indiana,0.6933445824726772,200249,1964,private
847,Iowa,0.7182890446125026,200249,1964,private
848,Kansas,0.7596987250434808,200249,1964,private
849,Kentucky,0.6684468950538983,200249,1964,private
850,Louisiana,0.6028322869450153,200249,1964,private
851,Maine,0.6694101977391482,200249,1964,private
852,Maryland,0.6030041295436325,200249,1964,private
853,Massachusetts,0.6032097479793089,200249,1964,private
854,Michigan,0.681172970487861,200249,1964,private
855,Minnesota,0.6804034310491093,200249,1964,private
856,Mississippi,0.7483897990853784,200249,1964,private
857,Missouri,0.7042731216858343,200249,1964,private
858,Montana,0.6479882137776874,200249,1964,private
859,Nebraska,0.7738163972286374,200249,1964,private
860,Nevada,0.6375786309115938,200249,1964,private
861,New Hampshire,0.6571297779812314,200249,1964,private
862,New Jersey,0.5724681275142499,200249,1964,private
863,New Mexico,0.5509364432951916,200249,1964,private
864,New York,0.5917532745741728,200249,1964,private
865,North Carolina,0.6906034266627448,200249,1964,private
866,North Dakota,0.8174433647221637,200249,1964,private
867,Ohio,0.6753821462822696,200249,1964,private
